Time,M024X,M024Y,M024Z,M025X,M025Y,M025Z,M026X,M026Y,M026Z,M027X,M027Y,M027Z,M028X,M028Y,M028Z,M029X,M029Y,M029Z,M030X,M030Y,M030Z,,,,
6.725,101.569,-75.7945,1104.2,118.625,-57.2109,941.337,98.4234,-10.0384,437.369,111.333,-114.2,35.8813,78.8306,-156.387,-5.02294,153.943,-3.74997,-24.1488,110.206,88.0063,-21.3966,,,,
6.7333,101.844,-74.686,1104.12,119.001,-56.0964,941.263,98.4486,-10.8318,437.225,111.459,-114.276,35.5524,78.876,-156.159,-5.46944,152.965,-3.45111,-24.5345,109.686,88.0744,-21.4162,,,,
6.7417,101.971,-74.0591,1103.98,119.227,-55.1604,941.193,98.6739,-12.049,436.96,111.172,-113.845,34.8616,78.6703,-156.357,-5.70714,152.849,-3.00616,-24.9037,109.54,88.6095,-21.6178,,,,
6.75,102.192,-73.0355,1103.94,119.166,-54.1558,941.067,98.9232,-13.3978,436.904,111.2,-113.635,34.6126,78.4738,-156.195,-5.83494,153.465,-2.56193,-25.2359,109.917,89.1283,-21.8913,,,,
6.7583,102.359,-72.4348,1103.8,119.313,-52.8635,941.102,98.819,-14.8445,436.981,110.852,-113.248,34.6155,78.4383,-156.073,-5.9917,154.37,-1.85728,-24.9584,109.946,89.4029,-22.028,,,,
6.7667,102.379,-71.8248,1103.76,119.27,-52.0373,940.997,99.0034,-16.0448,437.199,110.56,-113.2,34.4498,78.3463,-156.11,-5.97537,154.336,-1.88082,-25.1799,109.825,89.3904,-22.233,,,,
6.775,0,0,0,119.324,-51.2574,941.081,99.2233,-16.9541,437.412,110.975,-113.647,34.5392,0,0,0,154.352,-1.80167,-25.0574,109.903,89.6955,-22.1667,,,,
6.7833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.8083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.8167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.8417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.8583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.8667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.8833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.8917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.9083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.9333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.9417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.9833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6.9917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
